Tempo Universal,Tempo Relativo,S,G,D,Snl_Rdo,Modo,Elev,Azim,Dist,X_Rampa,Y_Rampa,Z_Rampa
14:10:48:195,46.480,A,A,A,52,RADAR,0.129,1.907,8.152,6.296,-2.332,1.074
14:10:48:205,46.490,A,A,A,52,RADAR,0.128,1.907,8.153,6.297,-2.333,1.071
14:10:48:215,46.500,A,A,A,52,RADAR,0.128,1.907,8.154,6.298,-2.333,1.070
14:10:48:225,46.510,A,A,A,52,RADAR,0.128,1.907,8.153,6.297,-2.333,1.068
14:10:48:235,46.520,A,A,A,52,RADAR,0.128,1.907,8.149,6.294,-2.332,1.066
14:10:48:245,46.530,A,A,A,53,RADAR,0.127,1.907,8.154,6.299,-2.333,1.064
14:10:48:255,46.540,A,A,A,53,RADAR,0.127,1.907,8.154,6.299,-2.333,1.063
14:10:48:265,46.550,A,A,A,53,RADAR,0.127,1.907,8.154,6.299,-2.333,1.061
14:10:48:275,46.560,A,A,A,53,RADAR,0.127,1.907,8.154,6.299,-2.333,1.060
14:10:48:285,46.570,A,A,A,53,RADAR,0.127,1.907,8.154,6.300,-2.334,1.060
14:10:48:295,46.580,A,A,A,53,RADAR,0.127,1.907,8.154,6.300,-2.334,1.058
14:10:48:305,46.590,A,A,A,53,RADAR,0.127,1.907,8.155,6.301,-2.334,1.057
14:10:48:315,46.600,A,A,A,52,RADAR,0.126,1.907,8.156,6.302,-2.334,1.056
14:10:48:325,46.610,A,A,A,52,RADAR,0.126,1.907,8.156,6.302,-2.334,1.054
14:10:48:335,46.620,A,A,A,52,RADAR,0.126,1.907,8.157,6.303,-2.334,1.052
14:10:48:345,46.630,A,A,A,52,RADAR,0.126,1.907,8.156,6.303,-2.334,1.050
14:10:48:355,46.640,A,A,A,52,RADAR,0.125,1.907,8.160,6.306,-2.335,1.048
14:10:48:365,46.650,A,A,A,52,RADAR,0.125,1.907,8.160,6.306,-2.335,1.047
14:10:48:375,46.660,A,A,A,52,RADAR,0.125,1.907,8.159,6.307,-2.335,1.044
14:10:48:385,46.670,A,A,A,52,RADAR,0.125,1.907,8.160,6.307,-2.336,1.042
14:10:48:395,46.680,A,A,A,52,RADAR,0.124,1.907,8.161,6.308,-2.336,1.040
14:10:48:405,46.690,A,A,A,52,RADAR,0.124,1.907,8.162,6.309,-2.337,1.039
14:10:48:415,46.700,A,A,A,52,RADAR,0.124,1.907,8.162,6.310,-2.337,1.037
14:10:48:425,46.710,A,A,A,52,RADAR,0.124,1.907,8.162,6.310,-2.337,1.035
14:10:48:435,46.720,A,A,A,52,RADAR,0.124,1.907,8.163,6.311,-2.338,1.034
14:10:48:445,46.730,A,A,A,52,RADAR,0.123,1.907,8.164,6.312,-2.338,1.031
14:10:48:455,46.740,A,A,A,53,RADAR,0.123,1.907,8.163,6.312,-2.338,1.030
14:10:48:465,46.750,A,A,A,53,RADAR,0.123,1.907,8.162,6.311,-2.337,1.027
14:10:48:475,46.760,A,A,A,53,RADAR,0.123,1.907,8.161,6.310,-2.337,1.026
14:10:48:485,46.770,A,A,A,53,RADAR,0.122,1.907,8.161,6.311,-2.337,1.024
14:10:48:495,46.780,A,A,A,53,RADAR,0.122,1.907,8.162,6.312,-2.338,1.023
14:10:48:505,46.790,A,A,A,53,RADAR,0.122,1.907,8.161,6.311,-2.338,1.020
14:10:48:515,46.800,A,A,A,53,RADAR,0.122,1.907,8.159,6.309,-2.337,1.019
14:10:48:525,46.810,A,A,A,52,RADAR,0.122,1.907,8.163,6.313,-2.338,1.017
14:10:48:535,46.820,A,A,A,52,RADAR,0.121,1.907,8.165,6.315,-2.339,1.016
14:10:48:545,46.830,A,A,A,52,RADAR,0.121,1.907,8.167,6.317,-2.339,1.014
14:10:48:555,46.840,A,A,A,52,RADAR,0.121,1.907,8.165,6.316,-2.339,1.013
14:10:48:565,46.850,A,A,A,52,RADAR,0.121,1.907,8.164,6.315,-2.338,1.011
14:10:48:575,46.860,A,A,A,52,RADAR,0.120,1.907,8.168,6.319,-2.340,1.008
14:10:48:585,46.870,A,A,A,52,RADAR,0.120,1.907,8.169,6.320,-2.340,1.007
14:10:48:595,46.880,A,A,A,51,RADAR,0.120,1.907,8.170,6.321,-2.341,1.004
14:10:48:605,46.890,A,A,A,51,RADAR,0.120,1.907,8.169,6.320,-2.340,1.003
14:10:48:615,46.900,A,A,A,51,RADAR,0.119,1.907,8.171,6.322,-2.341,1.001
14:10:48:625,46.910,A,A,A,51,RADAR,0.119,1.907,8.170,6.322,-2.341,1.000
14:10:48:635,46.920,A,A,A,51,RADAR,0.119,1.907,8.171,6.323,-2.341,0.997
14:10:48:645,46.930,A,A,A,51,RADAR,0.119,1.907,8.172,6.324,-2.342,0.996
14:10:48:655,46.940,A,A,A,52,RADAR,0.119,1.907,8.171,6.323,-2.341,0.994
14:10:48:665,46.950,A,A,A,52,RADAR,0.118,1.907,8.172,6.325,-2.342,0.994
14:10:48:675,46.960,A,A,A,52,RADAR,0.118,1.907,8.173,6.325,-2.342,0.991
14:10:48:685,46.970,A,A,A,52,RADAR,0.118,1.907,8.170,6.322,-2.341,0.990
14:10:48:695,46.980,A,A,A,52,RADAR,0.118,1.907,8.172,6.324,-2.342,0.989
14:10:48:705,46.990,A,A,A,52,RADAR,0.118,1.907,8.172,6.326,-2.342,0.986
14:10:48:715,47.000,A,A,A,52,RADAR,0.117,1.907,8.169,6.323,-2.341,0.985
14:10:48:725,47.010,A,A,A,53,RADAR,0.117,1.907,8.172,6.326,-2.342,0.983
14:10:48:735,47.020,A,A,A,53,RADAR,0.117,1.907,8.172,6.325,-2.342,0.981
14:10:48:745,47.030,A,A,A,53,RADAR,0.117,1.907,8.172,6.326,-2.343,0.980
14:10:48:755,47.040,A,A,A,53,RADAR,0.117,1.907,8.175,6.329,-2.344,0.979
14:10:48:765,47.050,A,A,A,53,RADAR,0.116,1.907,8.173,6.327,-2.343,0.977
14:10:48:775,47.060,A,A,A,53,RADAR,0.116,1.907,8.173,6.327,-2.343,0.976
14:10:48:785,47.070,A,A,A,53,RADAR,0.116,1.907,8.174,6.328,-2.343,0.974
14:10:48:795,47.080,A,A,A,52,RADAR,0.116,1.907,8.173,6.328,-2.343,0.972
14:10:48:805,47.090,A,A,A,52,RADAR,0.115,1.907,8.178,6.332,-2.345,0.970
14:10:48:815,47.100,A,A,A,52,RADAR,0.115,1.907,8.178,6.333,-2.345,0.968
14:10:48:825,47.110,A,A,A,52,RADAR,0.115,1.907,8.179,6.334,-2.345,0.967
14:10:48:835,47.120,A,A,A,52,RADAR,0.115,1.907,8.179,6.334,-2.345,0.964
14:10:48:845,47.130,A,A,A,52,RADAR,0.115,1.907,8.180,6.335,-2.346,0.963
14:10:48:855,47.140,A,A,A,52,RADAR,0.114,1.907,8.180,6.336,-2.346,0.961
14:10:48:865,47.150,A,A,A,52,RADAR,0.114,1.907,8.181,6.336,-2.346,0.959
14:10:48:875,47.160,A,A,A,52,RADAR,0.114,1.907,8.181,6.337,-2.347,0.957
14:10:48:885,47.170,A,A,A,52,RADAR,0.114,1.907,8.181,6.337,-2.347,0.956
14:10:48:895,47.180,A,A,A,52,RADAR,0.113,1.907,8.182,6.338,-2.347,0.954
14:10:48:905,47.190,A,A,A,52,RADAR,0.113,1.907,8.182,6.338,-2.347,0.953
14:10:48:915,47.200,A,A,A,52,RADAR,0.113,1.907,8.177,6.334,-2.346,0.950
14:10:48:925,47.210,A,A,A,52,RADAR,0.113,1.907,8.180,6.336,-2.347,0.949
14:10:48:935,47.220,A,A,A,53,RADAR,0.113,1.907,8.180,6.337,-2.347,0.947
14:10:48:945,47.230,A,A,A,53,RADAR,0.112,1.907,8.180,6.337,-2.347,0.946
14:10:48:955,47.240,A,A,A,53,RADAR,0.112,1.907,8.182,6.339,-2.348,0.944
14:10:48:965,47.250,A,A,A,53,RADAR,0.112,1.907,8.176,6.334,-2.346,0.942
14:10:48:975,47.260,A,A,A,53,RADAR,0.112,1.907,8.178,6.335,-2.346,0.941
14:10:48:985,47.270,A,A,A,53,RADAR,0.112,1.907,8.182,6.340,-2.347,0.940
14:10:48:995,47.280,A,A,A,53,RADAR,0.112,1.907,8.182,6.340,-2.347,0.939
14:10:49:005,47.290,A,A,A,52,RADAR,0.111,1.907,8.184,6.342,-2.348,0.937
14:10:49:015,47.300,A,A,A,52,RADAR,0.111,1.907,8.184,6.342,-2.348,0.936
14:10:49:025,47.310,A,A,A,52,RADAR,0.111,1.907,8.180,6.339,-2.347,0.933
14:10:49:035,47.320,A,A,A,52,RADAR,0.111,1.907,8.182,6.340,-2.348,0.932
14:10:49:045,47.330,A,A,A,52,RADAR,0.110,1.907,8.183,6.342,-2.348,0.929
14:10:49:055,47.340,A,A,A,52,RADAR,0.110,1.907,8.184,6.342,-2.349,0.928
14:10:49:065,47.350,A,A,A,51,RADAR,0.110,1.907,8.186,6.345,-2.350,0.925
14:10:49:075,47.360,A,A,A,51,RADAR,0.110,1.907,8.188,6.347,-2.350,0.925
14:10:49:085,47.370,A,A,A,51,RADAR,0.109,1.907,8.190,6.349,-2.351,0.923
14:10:49:095,47.380,A,A,A,51,RADAR,0.109,1.907,8.191,6.350,-2.352,0.922
14:10:49:105,47.390,A,A,A,51,RADAR,0.109,1.907,8.191,6.350,-2.352,0.921
14:10:49:115,47.400,A,A,A,51,RADAR,0.109,1.907,8.190,6.349,-2.352,0.919
14:10:49:125,47.410,A,A,A,51,RADAR,0.109,1.908,8.191,6.350,-2.353,0.918
14:10:49:135,47.420,A,A,A,52,RADAR,0.109,1.908,8.191,6.350,-2.354,0.916
14:10:49:145,47.430,A,A,A,52,RADAR,0.108,1.908,8.192,6.351,-2.354,0.914
14:10:49:155,47.440,A,A,A,52,RADAR,0.108,1.908,8.193,6.352,-2.355,0.912
14:10:49:165,47.450,A,A,A,52,RADAR,0.108,1.908,8.192,6.352,-2.355,0.910
14:10:49:175,47.460,A,A,A,52,RADAR,0.108,1.908,8.194,6.353,-2.355,0.907
14:10:49:185,47.470,A,A,A,52,RADAR,0.107,1.908,8.194,6.353,-2.355,0.906
14:10:49:195,47.480,A,A,A,52,RADAR,0.107,1.908,8.190,6.351,-2.354,0.904
14:10:49:205,47.490,A,A,A,53,RADAR,0.107,1.908,8.192,6.353,-2.354,0.903
14:10:49:215,47.500,A,A,A,53,RADAR,0.107,1.908,8.193,6.354,-2.354,0.901
14:10:49:225,47.510,A,A,A,53,RADAR,0.107,1.908,8.193,6.353,-2.354,0.899
14:10:49:235,47.520,A,A,A,53,RADAR,0.106,1.908,8.194,6.354,-2.355,0.897
14:10:49:245,47.530,A,A,A,53,RADAR,0.106,1.908,8.194,6.355,-2.355,0.896
14:10:49:255,47.540,A,A,A,53,RADAR,0.106,1.908,8.193,6.354,-2.355,0.894
14:10:49:265,47.550,A,A,A,53,RADAR,0.106,1.908,8.193,6.355,-2.355,0.891
14:10:49:275,47.560,A,A,A,53,RADAR,0.105,1.908,8.197,6.358,-2.356,0.890
14:10:49:285,47.570,A,A,A,53,RADAR,0.105,1.908,8.187,6.349,-2.353,0.886
14:10:49:295,47.580,A,A,A,53,RADAR,0.105,1.908,8.193,6.355,-2.355,0.886
14:10:49:305,47.590,A,A,A,53,RADAR,0.105,1.908,8.194,6.356,-2.355,0.884
14:10:49:315,47.600,A,A,A,53,RADAR,0.104,1.908,8.193,6.356,-2.355,0.882
14:10:49:325,47.610,A,A,A,53,RADAR,0.104,1.908,8.199,6.361,-2.357,0.881
14:10:49:335,47.620,A,A,A,53,RADAR,0.104,1.908,8.200,6.362,-2.357,0.880
14:10:49:345,47.630,A,A,A,51,RADAR,0.104,1.908,8.200,6.362,-2.357,0.877
14:10:49:355,47.640,A,A,A,51,RADAR,0.104,1.908,8.200,6.363,-2.357,0.876
14:10:49:365,47.650,A,A,A,51,RADAR,0.103,1.908,8.200,6.363,-2.358,0.873
14:10:49:375,47.660,A,A,A,51,RADAR,0.103,1.908,8.201,6.364,-2.358,0.872
14:10:49:385,47.670,A,A,A,51,RADAR,0.103,1.908,8.202,6.365,-2.358,0.870
14:10:49:395,47.680,A,A,A,51,RADAR,0.103,1.908,8.201,6.364,-2.358,0.868
14:10:49:405,47.690,A,A,A,51,RADAR,0.102,1.908,8.202,6.365,-2.358,0.867
14:10:49:415,47.700,A,A,A,52,RADAR,0.102,1.908,8.203,6.367,-2.359,0.865
14:10:49:425,47.710,A,A,A,52,RADAR,0.102,1.908,8.204,6.368,-2.359,0.864
14:10:49:435,47.720,A,A,A,52,RADAR,0.102,1.908,8.202,6.365,-2.359,0.861
14:10:49:445,47.730,A,A,A,52,RADAR,0.102,1.908,8.202,6.366,-2.359,0.860
14:10:49:455,47.740,A,A,A,52,RADAR,0.101,1.908,8.199,6.363,-2.358,0.858
14:10:49:465,47.750,A,A,A,52,RADAR,0.101,1.908,8.201,6.365,-2.359,0.857
14:10:49:475,47.760,A,A,A,52,RADAR,0.101,1.908,8.203,6.367,-2.359,0.855
14:10:49:485,47.770,A,A,A,52,RADAR,0.101,1.908,8.203,6.367,-2.360,0.854
14:10:49:495,47.780,A,A,A,52,RADAR,0.101,1.908,8.205,6.370,-2.360,0.852
14:10:49:505,47.790,A,A,A,52,RADAR,0.101,1.908,8.207,6.371,-2.361,0.851
14:10:49:515,47.800,A,A,A,52,RADAR,0.100,1.908,8.204,6.369,-2.360,0.849
14:10:49:525,47.810,A,A,A,52,RADAR,0.100,1.908,8.203,6.368,-2.360,0.848
14:10:49:535,47.820,A,A,A,52,RADAR,0.100,1.908,8.204,6.369,-2.360,0.847
14:10:49:545,47.830,A,A,A,52,RADAR,0.100,1.908,8.206,6.371,-2.361,0.845
14:10:49:555,47.840,A,A,A,52,RADAR,0.100,1.908,8.208,6.373,-2.362,0.844
14:10:49:565,47.850,A,A,A,52,RADAR,0.099,1.908,8.209,6.374,-2.363,0.841
14:10:49:575,47.860,A,A,A,52,RADAR,0.099,1.908,8.209,6.374,-2.363,0.840
14:10:49:585,47.870,A,A,A,52,RADAR,0.099,1.908,8.211,6.376,-2.364,0.838
14:10:49:595,47.880,A,A,A,52,RADAR,0.099,1.908,8.210,6.376,-2.364,0.836
14:10:49:605,47.890,A,A,A,52,RADAR,0.098,1.908,8.211,6.377,-2.364,0.834
14:10:49:615,47.900,A,A,A,52,RADAR,0.098,1.908,8.211,6.377,-2.364,0.833
14:10:49:625,47.910,A,A,A,52,RADAR,0.098,1.908,8.210,6.376,-2.364,0.831
14:10:49:635,47.920,A,A,A,52,RADAR,0.098,1.908,8.213,6.378,-2.365,0.830
14:10:49:645,47.930,A,A,A,52,RADAR,0.098,1.908,8.213,6.379,-2.365,0.828
14:10:49:655,47.940,A,A,A,52,RADAR,0.097,1.908,8.213,6.379,-2.365,0.827
14:10:49:665,47.950,A,A,A,52,RADAR,0.097,1.908,8.212,6.378,-2.364,0.825
14:10:49:675,47.960,A,A,A,52,RADAR,0.097,1.908,8.212,6.379,-2.365,0.823
14:10:49:685,47.970,A,A,A,53,RADAR,0.097,1.908,8.213,6.379,-2.365,0.822
14:10:49:695,47.980,A,A,A,53,RADAR,0.097,1.908,8.212,6.379,-2.365,0.820
14:10:49:705,47.990,A,A,A,53,RADAR,0.096,1.908,8.210,6.377,-2.364,0.818
14:10:49:715,48.000,A,A,A,53,RADAR,0.096,1.908,8.210,6.377,-2.364,0.816
14:10:49:725,48.010,A,A,A,53,RADAR,0.096,1.908,8.212,6.379,-2.365,0.815
14:10:49:735,48.020,A,A,A,53,RADAR,0.096,1.908,8.211,6.378,-2.364,0.813
14:10:49:745,48.030,A,A,A,53,RADAR,0.096,1.908,8.213,6.380,-2.365,0.812
14:10:49:755,48.040,A,A,A,52,RADAR,0.095,1.908,8.214,6.382,-2.366,0.810
14:10:49:765,48.050,A,A,A,52,RADAR,0.095,1.908,8.214,6.382,-2.366,0.808
14:10:49:775,48.060,A,A,A,52,RADAR,0.095,1.908,8.217,6.385,-2.367,0.806
14:10:49:785,48.070,A,A,A,52,RADAR,0.095,1.908,8.218,6.386,-2.367,0.805
14:10:49:795,48.080,A,A,A,52,RADAR,0.095,1.908,8.219,6.387,-2.368,0.804
14:10:49:805,48.090,A,A,A,52,RADAR,0.094,1.908,8.219,6.388,-2.368,0.801
14:10:49:815,48.100,A,A,A,52,RADAR,0.094,1.908,8.220,6.388,-2.368,0.800
14:10:49:825,48.110,A,A,A,52,RADAR,0.094,1.908,8.221,6.389,-2.368,0.798
14:10:49:835,48.120,A,A,A,52,RADAR,0.094,1.908,8.221,6.390,-2.369,0.797
14:10:49:845,48.130,A,A,A,52,RADAR,0.093,1.908,8.222,6.390,-2.369,0.795
14:10:49:855,48.140,A,A,A,52,RADAR,0.093,1.908,8.220,6.389,-2.369,0.793
14:10:49:865,48.150,A,A,A,52,RADAR,0.093,1.908,8.222,6.391,-2.370,0.791
14:10:49:875,48.160,A,A,A,52,RADAR,0.093,1.908,8.222,6.391,-2.369,0.790
14:10:49:885,48.170,A,A,A,53,RADAR,0.093,1.908,8.225,6.393,-2.370,0.788
14:10:49:895,48.180,A,A,A,53,RADAR,0.092,1.908,8.220,6.390,-2.369,0.786
14:10:49:905,48.190,A,A,A,53,RADAR,0.092,1.908,8.216,6.386,-2.367,0.784
14:10:49:915,48.200,A,A,A,53,RADAR,0.092,1.908,8.219,6.388,-2.369,0.783
14:10:49:925,48.210,A,A,A,53,RADAR,0.092,1.908,8.221,6.391,-2.369,0.781
14:10:49:935,48.220,A,A,A,53,RADAR,0.092,1.908,8.222,6.392,-2.370,0.780
14:10:49:945,48.230,A,A,A,53,RADAR,0.091,1.908,8.222,6.392,-2.369,0.779
14:10:49:955,48.240,A,A,A,52,RADAR,0.091,1.908,8.222,6.392,-2.369,0.777
14:10:49:965,48.250,A,A,A,52,RADAR,0.091,1.908,8.223,6.393,-2.370,0.775
14:10:49:975,48.260,A,A,A,52,RADAR,0.091,1.908,8.225,6.395,-2.371,0.773
14:10:49:985,48.270,A,A,A,52,RADAR,0.091,1.908,8.225,6.395,-2.371,0.772
14:10:49:995,48.280,A,A,A,52,RADAR,0.090,1.908,8.225,6.395,-2.371,0.770
14:10:50:005,48.290,A,A,A,52,RADAR,0.090,1.908,8.224,6.395,-2.371,0.769
14:10:50:015,48.300,A,A,A,52,RADAR,0.090,1.908,8.227,6.398,-2.371,0.767
14:10:50:025,48.310,A,A,A,51,RADAR,0.090,1.908,8.228,6.399,-2.372,0.765
14:10:50:035,48.320,A,A,A,51,RADAR,0.089,1.908,8.230,6.401,-2.372,0.763
14:10:50:045,48.330,A,A,A,51,RADAR,0.089,1.908,8.228,6.400,-2.371,0.761
14:10:50:055,48.340,A,A,A,51,RADAR,0.089,1.908,8.229,6.401,-2.372,0.759
14:10:50:065,48.350,A,A,A,51,RADAR,0.089,1.908,8.230,6.402,-2.372,0.758
14:10:50:075,48.360,A,A,A,51,RADAR,0.089,1.908,8.230,6.402,-2.372,0.757
14:10:50:085,48.370,A,A,A,51,RADAR,0.088,1.908,8.231,6.403,-2.373,0.754
14:10:50:095,48.380,A,A,A,52,RADAR,0.088,1.908,8.230,6.402,-2.372,0.753
14:10:50:105,48.390,A,A,A,52,RADAR,0.088,1.908,8.231,6.403,-2.372,0.750
14:10:50:115,48.400,A,A,A,52,RADAR,0.088,1.908,8.232,6.404,-2.373,0.749
14:10:50:125,48.410,A,A,A,52,RADAR,0.087,1.908,8.232,6.404,-2.373,0.746
14:10:50:135,48.420,A,A,A,52,RADAR,0.087,1.908,8.231,6.403,-2.373,0.745
14:10:50:145,48.430,A,A,A,52,RADAR,0.087,1.908,8.230,6.403,-2.373,0.743
14:10:50:155,48.440,A,A,A,52,RADAR,0.087,1.908,8.231,6.404,-2.373,0.742
14:10:50:165,48.450,A,A,A,53,RADAR,0.087,1.908,8.230,6.403,-2.372,0.739
14:10:50:175,48.460,A,A,A,53,RADAR,0.086,1.908,8.232,6.405,-2.373,0.738
14:10:50:185,48.470,A,A,A,53,RADAR,0.086,1.908,8.232,6.406,-2.373,0.735
14:10:50:195,48.480,A,A,A,53,RADAR,0.086,1.908,8.233,6.407,-2.374,0.734
14:10:50:205,48.490,A,A,A,53,RADAR,0.085,1.908,8.228,6.402,-2.372,0.730
14:10:50:215,48.500,A,A,A,53,RADAR,0.085,1.908,8.233,6.407,-2.374,0.729
14:10:50:225,48.510,A,A,A,53,RADAR,0.085,1.908,8.234,6.408,-2.375,0.728
14:10:50:235,48.520,A,A,A,52,RADAR,0.085,1.908,8.235,6.409,-2.375,0.725
14:10:50:245,48.530,A,A,A,52,RADAR,0.085,1.908,8.237,6.411,-2.376,0.724
14:10:50:255,48.540,A,A,A,52,RADAR,0.084,1.908,8.239,6.413,-2.376,0.722
14:10:50:265,48.550,A,A,A,52,RADAR,0.084,1.908,8.239,6.413,-2.376,0.721
14:10:50:275,48.560,A,A,A,52,RADAR,0.084,1.908,8.239,6.413,-2.376,0.718
14:10:50:285,48.570,A,A,A,52,RADAR,0.084,1.908,8.238,6.413,-2.376,0.717
14:10:50:295,48.580,A,A,A,52,RADAR,0.084,1.908,8.240,6.414,-2.377,0.715
14:10:50:305,48.590,A,A,A,52,RADAR,0.083,1.908,8.241,6.415,-2.377,0.714
14:10:50:315,48.600,A,A,A,52,RADAR,0.083,1.908,8.242,6.416,-2.377,0.712
14:10:50:325,48.610,A,A,A,52,RADAR,0.083,1.908,8.242,6.417,-2.377,0.711
14:10:50:335,48.620,A,A,A,52,RADAR,0.083,1.908,8.229,6.405,-2.373,0.707
14:10:50:345,48.630,A,A,A,52,RADAR,0.082,1.908,8.236,6.411,-2.375,0.706
14:10:50:355,48.640,A,A,A,52,RADAR,0.082,1.908,8.240,6.416,-2.377,0.705
14:10:50:365,48.650,A,A,A,52,RADAR,0.082,1.908,8.242,6.417,-2.377,0.703
14:10:50:375,48.660,A,A,A,52,RADAR,0.082,1.908,8.240,6.416,-2.376,0.702
14:10:50:385,48.670,A,A,A,52,RADAR,0.082,1.908,8.243,6.418,-2.378,0.699
14:10:50:395,48.680,A,A,A,52,RADAR,0.081,1.908,8.241,6.417,-2.377,0.698
14:10:50:405,48.690,A,A,A,52,RADAR,0.081,1.908,8.240,6.416,-2.377,0.696
14:10:50:415,48.700,A,A,A,52,RADAR,0.081,1.908,8.241,6.417,-2.377,0.695
14:10:50:425,48.710,A,A,A,52,RADAR,0.081,1.908,8.234,6.411,-2.375,0.692
14:10:50:435,48.720,A,A,A,51,RADAR,0.081,1.908,8.241,6.417,-2.377,0.691
14:10:50:445,48.730,A,A,A,51,RADAR,0.080,1.908,8.245,6.421,-2.379,0.690
14:10:50:455,48.740,A,A,A,51,RADAR,0.080,1.908,8.246,6.423,-2.379,0.689
14:10:50:465,48.750,A,A,A,51,RADAR,0.080,1.908,8.243,6.420,-2.378,0.687
14:10:50:475,48.760,A,A,A,51,RADAR,0.080,1.908,8.245,6.422,-2.379,0.686
14:10:50:485,48.770,A,A,A,51,RADAR,0.080,1.908,8.246,6.422,-2.379,0.685
14:10:50:495,48.780,A,A,A,51,RADAR,0.080,1.908,8.249,6.425,-2.380,0.684
14:10:50:505,48.790,A,A,A,51,RADAR,0.080,1.908,8.248,6.425,-2.380,0.683
14:10:50:515,48.800,A,A,A,51,RADAR,0.079,1.908,8.249,6.426,-2.380,0.681
14:10:50:525,48.810,A,A,A,51,RADAR,0.079,1.908,8.251,6.427,-2.380,0.680
14:10:50:535,48.820,A,A,A,51,RADAR,0.079,1.908,8.250,6.427,-2.380,0.678
14:10:50:545,48.830,A,A,A,51,RADAR,0.079,1.908,8.248,6.425,-2.380,0.676
14:10:50:555,48.840,A,A,A,51,RADAR,0.078,1.908,8.250,6.427,-2.380,0.674
14:10:50:565,48.850,A,A,A,51,RADAR,0.078,1.908,8.249,6.427,-2.380,0.672
14:10:50:575,48.860,A,A,A,52,RADAR,0.078,1.908,8.248,6.426,-2.380,0.670
14:10:50:585,48.870,A,A,A,52,RADAR,0.078,1.908,8.248,6.426,-2.380,0.669
14:10:50:595,48.880,A,A,A,52,RADAR,0.078,1.908,8.250,6.428,-2.381,0.667
14:10:50:605,48.890,A,A,A,52,RADAR,0.077,1.908,8.251,6.429,-2.381,0.666
14:10:50:615,48.900,A,A,A,52,RADAR,0.077,1.908,8.252,6.430,-2.381,0.664
14:10:50:625,48.910,A,A,A,52,RADAR,0.077,1.908,8.251,6.429,-2.381,0.663
14:10:50:635,48.920,A,A,A,52,RADAR,0.077,1.908,8.251,6.429,-2.381,0.661
14:10:50:645,48.930,A,A,A,51,RADAR,0.077,1.908,8.251,6.430,-2.381,0.659
14:10:50:655,48.940,A,A,A,51,RADAR,0.076,1.908,8.252,6.431,-2.382,0.657
14:10:50:665,48.950,A,A,A,51,RADAR,0.076,1.908,8.255,6.433,-2.383,0.655
14:10:50:675,48.960,A,A,A,51,RADAR,0.076,1.908,8.256,6.434,-2.383,0.653
14:10:50:685,48.970,A,A,A,51,RADAR,0.075,1.908,8.256,6.434,-2.383,0.650
14:10:50:695,48.980,A,A,A,51,RADAR,0.075,1.908,8.256,6.435,-2.383,0.649
14:10:50:705,48.990,A,A,A,51,RADAR,0.075,1.908,8.258,6.437,-2.384,0.646
14:10:50:715,49.000,A,A,A,51,RADAR,0.075,1.908,8.257,6.436,-2.384,0.645
14:10:50:725,49.010,A,A,A,51,RADAR,0.074,1.908,8.258,6.437,-2.384,0.642
14:10:50:735,49.020,A,A,A,51,RADAR,0.074,1.908,8.259,6.438,-2.385,0.641
14:10:50:745,49.030,A,A,A,51,RADAR,0.074,1.908,8.259,6.438,-2.385,0.639
14:10:50:755,49.040,A,A,A,51,RADAR,0.074,1.908,8.259,6.438,-2.384,0.638
14:10:50:765,49.050,A,A,A,51,RADAR,0.074,1.908,8.260,6.440,-2.385,0.637
14:10:50:775,49.060,A,A,A,52,RADAR,0.074,1.908,8.260,6.439,-2.385,0.635
14:10:50:785,49.070,A,A,A,52,RADAR,0.073,1.908,8.259,6.438,-2.385,0.634
14:10:50:795,49.080,A,A,A,52,RADAR,0.073,1.908,8.258,6.438,-2.385,0.632
14:10:50:805,49.090,A,A,A,52,RADAR,0.073,1.908,8.260,6.439,-2.385,0.632
14:10:50:815,49.100,A,A,A,52,RADAR,0.073,1.908,8.258,6.438,-2.384,0.629
14:10:50:825,49.110,A,A,A,52,RADAR,0.073,1.908,8.259,6.439,-2.385,0.628
14:10:50:835,49.120,A,A,A,52,RADAR,0.072,1.908,8.262,6.442,-2.386,0.626
14:10:50:845,49.130,A,A,A,51,RADAR,0.072,1.908,8.263,6.443,-2.386,0.624
14:10:50:855,49.140,A,A,A,51,RADAR,0.072,1.908,8.262,6.442,-2.386,0.621
14:10:50:865,49.150,A,A,A,51,RADAR,0.072,1.908,8.264,6.444,-2.387,0.620
14:10:50:875,49.160,A,A,A,51,RADAR,0.071,1.908,8.264,6.444,-2.387,0.617
14:10:50:885,49.170,A,A,A,51,RADAR,0.071,1.908,8.260,6.440,-2.385,0.615
14:10:50:895,49.180,A,A,A,51,RADAR,0.071,1.908,8.265,6.446,-2.387,0.613
14:10:50:905,49.190,A,A,A,51,RADAR,0.071,1.908,8.267,6.448,-2.388,0.612
14:10:50:915,49.200,A,A,A,51,RADAR,0.071,1.908,8.267,6.448,-2.388,0.611
14:10:50:925,49.210,A,A,A,51,RADAR,0.070,1.908,8.267,6.448,-2.388,0.609
14:10:50:935,49.220,A,A,A,51,RADAR,0.070,1.908,8.268,6.449,-2.388,0.608
14:10:50:945,49.230,A,A,A,51,RADAR,0.070,1.908,8.268,6.449,-2.388,0.606
14:10:50:955,49.240,A,A,A,51,RADAR,0.070,1.908,8.268,6.449,-2.388,0.605
14:10:50:965,49.250,A,A,A,51,RADAR,0.070,1.908,8.270,6.451,-2.389,0.603
